F:\AMNIS_data\pBGT-Bet-Hedging\chromosome\day-1_LB_chromosome\rep-2\B07-noBF.daf
All

Object Number	Area_M01	Area_M02	Area_M04	Aspect Ratio_M01	Aspect Ratio_M02	Aspect Ratio_M04	Gradient RMS_M01_Ch01	Gradient RMS_M02_Ch02	Gradient RMS_M04_Ch04	Intensity_MC_Ch02
0	0	8.88888888888889	0	0	0.543072513742327	0	0	40.7148616811835	0	1517.48986486486
1	0	4.55555555555556	0	0	0.722320234326368	0	0	48.7788736613043	0	601.814516129032
2	0	15.8888888888889	0	0	0.322116529880077	0	0	38.2286006908603	0	2771.32661290324
3	0	13	0	0	0.856944843721086	0	0	33.5763747859848	0	2061.91666666666
4	0	13.7777777777778	0	0	0.445719776990085	0	0	37.5366076297065	0	2334.85135135135
5	0	17.3333333333333	0	0	0.308789487218726	0	0	38.142173243686	0	2284.96774193548
6	0	11.3333333333333	0	0	0.366365781136443	0	0	40.2790921622782	0	1735.58620689655
7	0	8.11111111111111	0	0	0.610025770416762	0	0	39.2646179386687	0	1104.67672413793
8	0	5.11111111111111	0	0	0.913768110461685	0	0	43.6719454096989	0	819.999999999999
9	0	4.11111111111111	0	0	0.623770378722665	0	0	45.786032416472	0	670.326923076925
10	0	5.66666666666667	0	0	0.596235810771182	0	0	41.2606452759953	0	712.489999999999
11	0	6.33333333333333	0	0	0.528100744916703	0	0	43.5276728754091	0	880
12	0	6.33333333333333	0	0	0.728783707609382	0	0	43.914307784163	0	1008.20833333333
13	0	9.11111111111111	0	0	0.681048166527585	0	0	36.8277920662546	0	1143.2
14	0	6.55555555555555	0	0	0.470060741177206	0	0	40.2937464983523	0	955.59722222222
15	0	4.33333333333333	0	0	0.847923155643865	0	0	46.7227396300488	0	664.875
16	0	8.66666666666667	0	0	0.516994192981842	0	0	39.0357214902705	0	1078.85080645161
17	0	18.3333333333333	0	0	0.289629223057524	0	0	37.55781133539	0	2813.45714285714
18	0	8.33333333333333	0	0	0.577381797905762	0	0	41.2729691183779	0	1107.0390625
19	0	7.77777777777778	0	0	0.577080361231005	0	0	39.5391323523188	0	893
20	0	7	0	0	0.630066035959989	0	0	40.8831721446708	0	935.729166666668
21	0	9.33333333333333	0	0	0.715600525165058	0	0	37.262244758174	0	1579.1875
22	0	6.33333333333333	0	0	0.706011180383029	0	0	45.0059714973828	0	1048.25367647059
23	0	23.7777777777778	0	0	0.634864003508771	0	0	31.2075277512124	0	5782.66666666672
24	0	7.88888888888889	0	0	0.520431777327323	0	0	41.4069276870965	0	1136.28676470588
25	0	7.77777777777778	0	0	0.613923909896692	0	0	39.469447647293	0	1357.67672413793
26	0	8.55555555555555	0	0	0.546255419195113	0	0	38.2386578570673	0	1136.20454545455
27	0	17.3333333333333	0	0	0.384857419129652	0	0	38.5839531041454	0	3298.07222222221
28	0	12.8888888888889	0	0	0.533479450863035	0	0	33.4670646083227	0	1717.38175675675
29	0	8.22222222222222	0	0	0.700724306053728	0	0	39.4298185872966	0	1133.47297297297
30	0	9.11111111111111	0	0	0.451322461618092	0	0	39.6368496075597	0	1188.375
31	0	5.22222222222222	0	0	0.669359469478161	0	0	46.9841710656331	0	933.360294117648
