 	id	imageGFP	imageDsRed	pos	frame	roi_label	GFP	DsRed
1	0	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n0_x328_y365	123.855	169.662
2	1	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n1_x491_y347	121.687	151.286
3	2	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n2_x472_y352	122.800	155.082
4	3	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n3_x367_y342	125.412	151.605
5	4	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n4_x404_y347	122.635	161.429
6	5	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n5_x375_y347	126.103	155.961
7	6	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n6_x426_y346	122.022	154.088
8	7	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n7_x382_y350	124.000	157.861
9	8	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n8_x443_y339	121.953	159.115
10	9	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n9_x434_y344	122.250	151.733
11	10	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n10_x474_y343	123.106	151.795
12	11	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n11_x341_y326	122.578	146.898
13	12	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n12_x327_y335	124.341	146.364
14	13	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n13_x250_y339	120.787	151.062
15	14	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n14_x412_y335	123.058	147.850
16	15	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n15_x304_y334	122.391	152.805
17	16	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n16_x479_y326	121.689	140.882
18	17	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n17_x492_y307	121.473	134.988
19	18	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n18_x391_y321	124.899	141.976
20	19	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n19_x421_y317	123.032	140.652
21	20	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n20_x458_y311	122.643	138.531
22	21	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n21_x438_y315	121.448	140.327
23	22	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n22_x468_y316	121.952	139.623
24	23	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n23_x451_y313	122.667	140.264
25	24	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n24_x383_y318	124.325	140.239
26	25	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n25_x431_y279	122.852	134.641
27	26	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n26_x225_y320	121.126	139.111
28	27	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n27_x481_y296	122.131	133.429
29	28	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n28_x401_y307	122.457	142.457
30	29	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n29_x308_y301	122.571	144.552
31	30	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n30_x412_y305	123.043	137.899
32	31	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n31_x300_y307	125.276	140.457
33	32	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n32_x187_y301	119.472	135.274
34	33	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n33_x382_y287	122.928	135.831
35	34	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n34_x372_y295	126.020	135.718
36	35	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n35_x470_y278	122.835	133.620
37	36	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n36_x345_y291	122.926	136.825
38	37	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n37_x400_y282	124.835	134.623
39	38	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n38_x461_y282	123.208	134.577
40	39	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n39_x419_y287	123.304	134.703
41	40	MGGT-AMP-Pulse_xy07_GFP_019.tif	MGGT-AMP-Pulse_xy07_DsRed_019.tif	xy07	019	roi_f19_n40_x446_y279	121.376	144.928
