Object Number	Area_M02	Area_M04	Aspect Ratio_M02	Aspect Ratio_M04	Gradient RMS_M02_Ch02	Gradient RMS_M04_Ch04	Intensity_MC_Ch02	Intensity_MC_Ch04
0	41.2222222222222	26	0.707042878621308	0.75781226934823	20.0572893292509	60.82111289368	52863.4513888886	1838.14583333338
1	30.8888888888889	22.8888888888889	0.734631500608889	0.75677001698368	22.5953291227626	62.9146729920864	55622.8142857139	1859.93571428574
2	25.1111111111111	20.2222222222222	0.80766073591093	0.865706241859699	24.4395924525347	61.8064081153073	38519.3000000001	1217.20833333336
3	39.7777777777778	25.2222222222222	0.782861098881088	0.744088430508905	20.4485425974513	59.7361179308378	57318.1666666669	2014.75000000004
4	39.1111111111111	29.6666666666667	0.644819689535668	0.640462754323216	20.7449479529797	62.1450147915599	84600.8918918925	2899.24324324324
5	41.2222222222222	31.6666666666667	0.585682437444083	0.55348726703547	22.2920683385092	63.5514806634311	98401.6025641032	2753.55769230765
6	41.1111111111111	31.6666666666667	0.575251560670511	0.558752447796053	21.5887706502288	63.9861032345919	79153.2109375	2114.765625
7	111.666666666667	83.7777777777778	0.346080960713803	0.259295648612119	26.1523580702767	59.8586522775879	256616.556372548	8134.34313725513
8	28.8888888888889	18.6666666666667	0.768823288495272	0.756826710479259	23.562934828158	64.5803423391417	42286.0285714287	1496.0107142857
9	50.8888888888889	44.8888888888889	0.673116666679866	0.639313103736369	27.04386244642	65.9890492145198	111341.043478261	3825.1304347826
10	31.6666666666667	26.4444444444444	0.767299999456053	0.690039793925397	22.5817166658706	62.5793367542642	43887.3964285718	1029.66428571431
11	25.2222222222222	20.2222222222222	0.816445860102881	0.793864418875117	24.2423181408924	63.0308688489442	42629.9687499999	1658.50000000003
12	23.8888888888889	16.2222222222222	0.772047227569167	0.738404060372839	29.0352981381991	65.8624356370424	56015.6857142856	1871.48571428569
13	26.2222222222222	20.8888888888889	0.520207660472965	0.485059028844915	31.8654247519296	68.0290547936461	100598.064285714	3280.27142857144
14	34	31.4444444444444	0.520297708052798	0.503702922939006	25.1837175093242	66.2839548694649	100716.75	3104.37499999999
15	36.4444444444444	27.3333333333333	0.711208107195324	0.668347552119302	20.8148389242209	61.8988812831722	69431.9705882357	2287.39705882351
16	58.2222222222222	54.4444444444444	0.813701278795928	0.80826645944611	16.8723806944269	59.7379483397276	172715.627906978	6291.30232558148
17	79.1111111111111	55.2222222222222	0.35754879100251	0.300005391283836	22.6171637851068	61.5644167956209	152582.511627908	4279.18604651146
18	25	25.2222222222222	0.610700468677349	0.547918503226721	27.2079482413546	67.684399996629	55189.4071428568	1860.1857142857
19	15	37.8888888888889	0.555569364800802	0.746807312626814	31.4880809795535	66.2929175942192	58494.5731707319	1968.69512195122
20	41.1111111111111	30.4444444444444	0.65863802674673	0.592613944498847	20.5200647578874	62.293057608288	76639.9535714284	2526.78214285716
21	89.4444444444444	89.5555555555555	0.639130243574105	0.746256049752096	27.4893823510605	63.3414932128136	204117.611111111	6444.18749999999
22	20.7777777777778	16.4444444444444	0.765923297249304	0.635797914575198	29.9364768024718	67.1507111369484	51562.8382352938	2057.9044117647
23	60.7777777777778	58.8888888888889	0.375269010656368	0.370561669678448	24.6233124731679	63.8897697186503	228282.493421055	7644.52960526332
24	20.8888888888889	19.6666666666667	0.617805117413515	0.557992978740611	30.1878220920783	71.5139219730881	41507.4595588237	1160.02941176472
25	89.5555555555555	53.7777777777778	0.810184891184772	0.622002856444086	20.8091559317696	62.019952648676	141636.576271186	4669.7966101694
26	31.4444444444444	20.6666666666667	0.760764915927675	0.637795101551927	23.6228649924842	63.3131772760037	55413.5270270274	1829.77027027029
27	37.2222222222222	27.3333333333333	0.717626397631796	0.648621809365093	22.3412500572771	63.0801761330934	58497.3157894734	2363.23684210525
28	61.6666666666667	48.6666666666667	0.970136147766654	0.797533257697103	19.0343476606589	63.1454789929644	140971.3828125	4800.06250000003
29	24.4444444444444	24.5555555555556	0.658220480665934	0.590024457934792	29.778098113727	66.577952198019	55795.6590909087	1827.35606060605
30	36.3333333333333	25.3333333333333	0.80185543955151	0.822953120141895	21.04382053215	61.3872113967385	45023.7821428573	1602.15357142853
31	38.2222222222222	36.5555555555556	0.612513877120477	0.574111210916184	22.7249881438518	63.9754684306883	98277.9999999995	3408.13541666669
32	24.7777777777778	20.5555555555556	0.618237502007952	0.531939133955989	28.2604443547843	67.6835297450478	66833.2499999999	2237.12499999999
33	21.8888888888889	20.4444444444444	0.624621694291688	0.509101485087687	30.1130517578849	70.4053821355685	54004.8333333332	1568.66666666666
34	25.1111111111111	21.6666666666667	0.790323655555421	0.711338479534982	24.9806714233702	63.8544370289422	44101.8958333332	1517.29861111112
35	20.7777777777778	20.1111111111111	0.7373874153231	0.689760080793531	31.9060497054407	67.8897508847229	50937.0183823528	1825.10661764705
36	24	20.4444444444444	0.772793396389535	0.742750444350338	25.35782179594	63.9672206444389	43770.3783783782	1262.78378378378
37	50.5555555555556	48	0.404579509926157	0.423217083172269	31.6506232929248	66.7243768605957	110533.499999998	3475.99999999997
38	31.7777777777778	30.4444444444444	0.572682296898184	0.495568919270135	27.9904145865509	64.7179265201404	106432.784722221	3607.5625
39	21.6666666666667	19.3333333333333	0.872247497634458	0.83191796089705	34.0044885840435	65.0389408382849	65417.4571428572	1887.37142857146
40	39.6666666666667	23.7777777777778	0.765996603970266	0.665088382958806	20.2521245670905	58.6454960485521	93219.1858108114	3133.23986486487
41	26.7777777777778	25.7777777777778	0.619423809072893	0.606942260095058	26.6217892776168	67.105321224489	71767.4375	2021.25
42	29.5555555555556	27.8888888888889	0.661549517759558	0.615774693908723	23.8286430821864	64.2172695716721	57478.4642857148	1694.24999999998
43	60.7777777777778	47.2222222222222	0.553913275567751	0.530208431966787	18.8924593786092	59.7951496476721	133641.300000001	4515.51249999997
44	49.4444444444444	30.7777777777778	0.690523305643555	0.673871829574193	19.4256756815832	61.1368899557004	48522.753571428	1498.6821428571
45	28.6666666666667	24.5555555555556	0.68448032949282	0.729520315659921	23.7939694053221	63.328377847751	67944.1148648652	2508.82094594594
46	79.2222222222222	72.2222222222222	0.829115507250527	0.813296402092643	25.7364744953653	66.0956747949184	188005.027777778	5503.33333333342
47	50.3333333333333	41.4444444444444	0.539877386529551	0.507559474298785	19.5822419673274	61.1007085719895	116673.294871794	4005.73076923073
48	50.7777777777778	39	0.598934359910093	0.582904931584515	18.8333535039515	60.1377208903904	120265.25320513	3568.10576923081
49	24.1111111111111	21.4444444444444	0.678687200457691	0.720107540910686	27.2571282242725	63.332254057769	76983.3548387093	2658.97983870967
50	27.4444444444444	20.2222222222222	0.567177146179325	0.512843074313047	30.8505940280039	68.8203064259711	73114.132352941	2070.29411764707
51	27	22	0.680287336850668	0.678142121789461	27.2642561985949	66.5764603637611	56719.1562500002	2033.46875000002
52	34.7777777777778	22.4444444444444	0.776655301540063	0.803960200370435	21.1289403690664	60.7876366168593	46654.49609375	1374.87890625
53	39.5555555555556	26.3333333333333	0.746408161955424	0.692361412601363	20.3859982726281	58.6517072671565	66295.1351351347	2844.12162162166
54	87.2222222222222	54.4444444444444	0.71750869908083	0.557693645111371	18.6951944473025	58.9671628730981	161622.236842106	5621.61842105253
55	18.8888888888889	16.1111111111111	0.7039359875341	0.710022407498998	31.4019739827373	68.3669908974647	54845.1136363638	1726.04545454544
56	15.7777777777778	15.7777777777778	0.610608282153914	0.500381606918106	36.3642093292917	70.4600133578098	41257.5161290322	1346.09677419356
57	34.6666666666667	21.3333333333333	0.788437717778622	0.806818185754046	21.7627743712722	60.3018343794318	41140.0197368423	1383.25328947371
58	28.8888888888889	19.1111111111111	0.78012957526504	0.645585886541926	25.0763744852313	65.892902975999	39216.8970588233	1341.88235294117
59	27.7777777777778	22.8888888888889	0.745309610742111	0.715040703701997	23.9127759774451	62.732320796797	60977.1317567572	2417.02364864863
60	99.4444444444444	80.8888888888889	0.571892022563733	0.475455985469673	19.8744242217367	58.761361960985	161297.118644069	5840.43220338967
61	81.2222222222222	62.6666666666667	0.71674604873083	0.532553491873046	24.4561716853369	60.7087271519222	155897.730392156	4744.86274509815
62	30.6666666666667	26.5555555555556	0.615666337179957	0.596344459034339	24.1008871671082	64.9554440297605	63727.5234375	1988.84375
63	53.8888888888889	53.3333333333333	0.634216559343788	0.407698320158311	18.8162557062842	61.4358380490115	96075.1249999983	2993.37499999996
64	24.4444444444444	18.5555555555556	0.763409138237233	0.680424622484589	27.5010167394985	67.2024812096818	44899.5857142856	1741.87142857143
65	43.8888888888889	28.3333333333333	0.782218302398354	0.737554108639996	19.9307949348553	59.9938196183195	39611.8323170727	1145.03963414635
66	51.4444444444444	39.8888888888889	0.831070339509004	0.764899621380188	20.067882719539	57.731300002247	167619.723404256	5559.12765957451
67	33.4444444444444	25.4444444444444	0.769820522284042	0.7385860564407	22.8833706328394	61.9004982335919	56672.0833333329	1892.33333333335
68	91.4444444444444	72.2222222222222	0.494470653736545	0.431443915938193	18.5901790606803	59.3897335112224	197886.049999998	6485.50000000006
69	41	23.8888888888889	0.80778820992928	0.842819843017064	20.8104768533396	60.2398938469517	37936.8684210529	1494.47368421052
70	33.3333333333333	27.5555555555556	0.681447882950312	0.624725581590877	22.1020214972659	63.3970578005171	56044.226351351	1890.55743243246
71	66.4444444444444	48.7777777777778	0.43650490021274	0.404764908768841	19.7998263109749	60.3963881158657	114158.52801724	3307.11637931036
72	37.1111111111111	36.2222222222222	0.659882529899641	0.688674843608319	23.8338535254476	63.3536057133438	90433.5922619042	3273.75595238098
73	26.4444444444444	18.5555555555556	0.800247794257921	0.723167086240072	24.0265600498882	64.5859276023102	39288	1220.40000000002
74	35.2222222222222	21.4444444444444	0.875363032634777	0.826497204715137	20.9035985015884	60.3981009344382	35505.7142857142	1211.64285714288
75	43	30.4444444444444	0.679348070207961	0.630732791443719	19.9601522972329	60.4817617184675	76737.2000000001	2623.40000000001
76	38.3333333333333	20.3333333333333	0.866900651560123	0.89906714015	19.7841744093824	60.5194788477934	51359.337837838	1740.96959459461
77	40	26.7777777777778	0.81820736884905	0.763938593192028	20.6423783035025	59.447677069443	33701.299342105	1403.00986842103
78	45	29.3333333333333	0.747060330064344	0.673087311862891	19.6056536968042	59.7526928799478	52706.0178571435	1765.88214285715
79	34.1111111111111	24.4444444444444	0.772934296573242	0.71221127999613	22.270001825186	62.4253437312677	50475.041666667	1736.70833333335
80	69.3333333333333	53.6666666666667	0.537610080378807	0.483317797375403	20.0362420037066	62.5772866439812	118999.600000002	3949.53333333328
81	34.7777777777778	26.2222222222222	0.735288024588366	0.733530527508807	21.6642201610411	63.0898175490728	39682.6535714286	1634.75714285715
82	74.7777777777778	64.3333333333333	0.792808738503929	0.723793452604586	17.1361661219923	60.3317118185994	159045.020833331	5449.29166666674
83	15.3333333333333	15.4444444444444	0.660571250892481	0.65212619871897	36.4512618926735	71.409412526596	38978.0078125	1271.375
84	24.3333333333333	19.8888888888889	0.805340480542016	0.805969598067858	26.3233085538034	67.3262611240828	22887.8796296298	635.416666666656
85	32.4444444444444	24.7777777777778	0.798852402510779	0.845393804807008	22.8916621014019	61.7081752451026	54088.9857142855	1846.92142857142
86	42	37.5555555555556	0.600606615952757	0.523525350852506	28.5524745480499	63.0375780658772	196995.500000002	6316.50000000005
87	20.5555555555556	20.5555555555556	0.827721429952054	0.759466021700703	33.3668937179694	64.4151125826433	69236.5564516133	2449.47727272726
88	36	22.4444444444444	0.822626127210944	0.819853783310868	22.0865398655861	61.4383579169122	36503.3581081078	1280.96283783784
89	34	25.3333333333333	0.662657239856833	0.645505941481788	22.1619633055146	62.6370711780268	64002.4000000004	1768.85
90	37.6666666666667	30.8888888888889	0.593756097911719	0.541005108644718	23.4287024887253	64.6423940573899	108863.374999999	3615.05357142854
91	30.6666666666667	28.3333333333333	0.643320610535003	0.575414929750961	25.8249339762252	65.027025423289	74415.5909090908	2274.2727272727
92	26.6666666666667	19	0.769627869142899	0.653619266690018	27.7136867154256	65.3826643921376	69445.014285714	2188.64285714289
93	25.2222222222222	17.6666666666667	0.749816743410066	0.656538391890632	26.367310053524	67.4510004277735	40864.2272727273	1143.86363636364
94	29.6666666666667	26.4444444444444	0.667795056069685	0.638132391266708	25.8553890812756	64.7428461292228	79850.8888888885	2476.6666666667
95	82	59.5555555555556	0.457114150656252	0.360106582157153	19.941320785419	62.5353712953129	159875.227272726	5787.4772727273
96	26	21.1111111111111	0.602280127565039	0.523587032995083	30.0970084776078	69.7898162350373	71394.5946969692	1946.98863636365
97	19.5555555555556	44.8888888888889	0.7172304827448	0.599112110618272	24.1993829119842	61.8171063129997	79984.8953488368	2560.20348837208
98	35.8888888888889	29.8888888888889	0.640171841389984	0.554882301929274	23.7803609060265	64.7741066822438	83797.8918918924	2936.59459459461
99	48.3333333333333	30.4444444444444	0.72117246430657	0.62210953293811	19.4862886327099	59.8392010434097	53827.1250000003	1995
100	32	23.7777777777778	0.882610602519567	0.82437133944447	23.258899469998	60.944144116897	37949.4044117651	1252.77941176469
101	29.2222222222222	21.7777777777778	0.796287918903106	0.815050537321866	23.0531987168614	62.8518721375812	45551.680147059	1493.88602941175
