Object Number	Area_M02	Area_M04	Aspect Ratio_M02	Aspect Ratio_M04	Gradient RMS_M02_Ch02	Gradient RMS_M04_Ch04	Intensity_MC_Ch02	Intensity_MC_Ch04
0	0	46.5555555555556	0	0.540775851401914	0	61.3873205957059	116.214285714287	-661.571428571438
1	0	42.5555555555556	0	0.580851544557249	0	66.8353965914377	163.219512195121	-487.341463414625
2	0	58.7777777777778	0	0.282992817728089	0	64.3024249649333	-93.2333333333323	360.136111111109
3	0	43.5555555555556	0	0.53337344460658	0	64.9753106318443	105.296511627908	-83.7848837209094
4	0	66.2222222222222	0	0.798342258555244	0	62.0662143228127	-89	-772.529411764678
5	0	62.7777777777778	0	0.577010007147257	0	64.9435917401917	-41.2000000000016	-1245.45000000001
6	0	42.6666666666667	0	0.49672240892745	0	69.3397471494536	18.9888888888887	-681.155555555564
7	0	42.5555555555556	0	0.634911491481995	0	61.9830857253645	0.558823529411228	10.1029411764649
8	0	56.8888888888889	0	0.444918434182346	0	64.7662377908245	65.3289473684209	-655.868421052659
9	0	15.2222222222222	0	0.630722027096073	0	69.0950337932869	7.51923076923086	58.480769230775
10	0	58.6666666666667	0	0.48443587681872	0	60.9823568991013	87.8140243902432	-288.996951219533
11	0	56.2222222222222	0	0.72452688760227	0	64.6255241966557	202.338815789475	-621.634868421046
12	0	20.6666666666667	0	0.42329371156143	0	73.3932886637034	20.4642857142858	-30.7500000000057
13	0	54	0	0.475898837851806	0	67.2427234812489	-49.164893617023	-243.813829787225
14	0	45.8888888888889	0	0.511881804500102	0	66.6030559333801	180.439024390243	-498.082317073192
15	0	49.1111111111111	0	0.522008333123851	0	62.2006915882417	161.048469387755	-680.321428571445
16	0	15.7777777777778	0	0.668629689852223	0	67.060228535392	-12.7586206896549	-169.405172413798
17	0	38.3333333333333	0	0.54913276734511	0	61.0572921817404	4.27027027027058	-104.179054054077
18	0	74.2222222222222	0	0.561677314423754	0	60.1908202547709	213.66768292683	-533.179878048751
19	0	47.2222222222222	0	0.48765297538039	0	62.9937796819122	173.848404255321	-559.122340425549
20	0	41.5555555555556	0	0.423243668814897	0	68.9336159044171	26.25	-561.485714285702
21	0	117	0	0.570907895205642	0	62.9816251419604	-50.451086956517	-668.934782608634
22	0	29.7777777777778	0	0.702771297930227	0	61.5241897676257	-6.80147058823556	25.1323529411914
23	0	53.6666666666667	0	0.336391309131219	0	63.1859401444207	55.279411764706	-1101.7794117647
24	0	52.2222222222222	0	0.622620627511767	0	63.657953051352	188.378048780486	76.9237804878011
25	0	21.7777777777778	0	0.928965761540633	0	61.8978314463216	95.3148148148147	-183.07407407407
26	0	58.5555555555556	0	0.551552135671263	0	61.0327722086024	-4.40000000000043	-471.279999999974
27	0	55.7777777777778	0	0.507007469763213	0	70.1581568875814	107.681818181817	-284.465909090921
28	0	45.3333333333333	0	0.479291741132264	0	67.8896140077407	-92.703125	-647.3125
29	0	68.1111111111111	0	0.4564550842808	0	59.016056431362	372.105769230762	-1231.31884057971
30	0	49.2222222222222	0	0.388314198544255	0	74.4819881022299	67.5657894736834	-66.217105263155
31	0	51.3333333333333	0	0.739969444844264	0	67.3756021100002	122.172619047618	-132.88095238093
32	0	48.8888888888889	0	0.742651295563856	0	59.8626318093757	16.6341463414635	-124.231707317084
33	0	45.1111111111111	0	0.51445998088795	0	63.0089047221525	169.109375	-494.434210526305
34	0	54.7777777777778	0	0.69323388937946	0	66.422985876754	16.5096153846163	-409.269230769236
35	0	68.3333333333333	0	0.28246130866345	0	59.9936588823985	175.357142857143	-415.232142857175
36	0	26.1111111111111	0	0.719514874058541	0	65.2511743153734	22.2500000000004	-403.541666666676
37	0	52.4444444444444	0	0.533481478791403	0	66.3087008916073	-126.425438596487	-417.859649122796
38	0	53.2222222222222	0	0.504341906063933	0	59.2311801680361	14.2083333333342	-492.517857142837
39	0	68.4444444444444	0	0.384331067207526	0	61.401688765185	-12.4817073170735	-527.012195121988
40	0	44.6666666666667	0	0.497211565306604	0	67.9680002114679	77.8571428571444	-157.035714285706
41	0	66.1111111111111	0	0.653178128379713	0	61.2955107368497	71.8028846153834	-894.663461538455
