id	imageGFP	imageDsRed	pos	frame	roi_label	GFP	DsRed	Norm_GFP	Norm_Red
0	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n0_x391_y355	121.734	107.183	0.9971434004351264	0.9948289788799672
1	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n1_x412_y345	121.605	106.809	0.9960867400226194	0.9913576631106651
2	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n2_x348_y352	122.098	106.995	1.0001249848549139	0.9930840394023501
3	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n3_x451_y343	120.386	107.011	0.9861017086827274	0.9932325448898068
4	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n4_x358_y352	122.7	107.125	1.0050560667799466	0.9942906464879364
5	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n5_x467_y328	120.921	106.921	0.9904839824865357	0.9923972015228626
6	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n6_x435_y351	122.841	107.129	1.0062110211843147	0.9943277728598006
7	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n7_x459_y333	120.34	106.934	0.9857249150472598	0.9925178622314211
8	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n8_x442_y337	121.381	106.916	0.9942519188412119	0.9923507935580322
9	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n9_x337_y350	121.835	107.0	0.9979707081999575	0.9931304473671803
10	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n10_x325_y350	121.876	106.876	0.9983065460054831	0.9919795298393903
11	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n11_x484_y345	120.698	107.128	0.9886573524711164	0.9943184912668345
12	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n12_x416_y333	122.037	106.991	0.9996253237296198	0.9930469130304859
13	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n13_x476_y331	121.921	107.193	0.9986751484749623	0.9949217948096276
14	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n14_x144_y318	126.497	107.195	1.0361579240380026	0.9949403579955597
15	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n15_x358_y336	121.806	107.498	0.9977331643862932	0.9977526806642725
16	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n16_x394_y328	120.159	106.858	0.9842423140033546	0.9918124611660015
17	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n17_x307_y329	121.357	106.991	0.9940553308574896	0.9930469130304859
18	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n18_x422_y325	121.576	106.955	0.9958491962089551	0.9927127756837081
19	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n19_x122_y323	117.796	107.737	0.9648865887727025	0.999970981383158
20	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n20_x316_y322	121.713	106.959	0.9969713859493695	0.9927499020555723
21	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n21_x351_y313	121.557	106.908	0.995693564055175	0.9922765408143038
22	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n22_x326_y322	120.57	106.588	0.9876088832245978	0.9893064310651684
23	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n23_x359_y310	120.461	106.933	0.9867160461318594	0.9925085806384552
24	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n24_x335_y320	121.381	107.034	0.9942519188412119	0.993446021528026
25	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n25_x423_y292	121.258	106.984	0.9932444054246353	0.9929819418797234
26	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n26_x484_y308	121.011	107.157	0.991221187425494	0.9945876574628498
27	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n27_x380_y296	121.025	107.257	0.991335863749332	0.9955158167594548
28	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n28_x437_y286	121.167	106.977	0.9924990093196886	0.9929169707289612
29	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n29_x446_y292	121.405	106.802	0.9944485068249341	0.9912926919599028
30	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n30_x364_y265	121.951	106.874	0.998920883454615	0.9919609666534581
31	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n31_x393_y284	120.363	108.655	0.9859133118649935	1.0084914837259904
32	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n32_x464_y278	120.916	107.009	0.9904430266565935	0.9932139817038748
33	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n33_x332_y284	120.136	108.286	0.9840539171856207	1.0050665759215185
34	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n34_x471_y253	123.695	106.943	1.0132062769384311	0.9926013965681155
35	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n35_x429_y272	121.005	106.943	0.9911720404295634	0.9926013965681155
36	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n36_x414_y250	121.697	106.784	0.9968403272935548	0.9911256232865139
37	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n37_x324_y265	121.536	107.543	0.995521549569418	0.9981703523477446
38	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n38_x138_y268	124.295	106.727	1.0181209765314871	0.9905965724874491
39	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n39_x454_y273	121.914	107.043	0.9986178103130433	0.9935295558647205
40	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n40_x253_y273	118.912	107.528	0.9740279300157866	0.9980311284532539
41	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n41_x346_y263	121.905	106.919	0.9985440898191474	0.9923786383369304
42	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n42_x278_y254	128.179	107.465	1.0499354652305362	0.9974463880963929
43	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n43_x481_y251	123.0	106.86	1.0075134165764745	0.9918310243519335
44	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n44_x355_y255	122.858	106.92	1.006350271006118	0.9923879199298965
45	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n45_x446_y259	122.381	107.006	1.0024430848296384	0.9931861369249766
46	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n46_x286_y247	121.399	107.299	0.9943993598290035	0.9959056436640289
47	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n47_x131_y242	123.065	106.533	1.0080458423657224	0.9887959434520357
48	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n48_x383_y246	120.651	107.664	0.9882723676696604	0.9992934250966364
49	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n49_x338_y244	123.547	106.604	1.011993984372144	0.9894549365526252
50	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n50_x307_y244	121.878	107.465	0.99832292833746	0.9974463880963929
51	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n51_x230_y220	126.069	106.972	1.032652104994956	0.9928705627641309
52	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n52_x322_y240	122.616	106.685	1.0043680088369187	0.9902067455828751
53	MGGT-AMP-Pulse_xy06_GFP_025.tif	MGGT-AMP-Pulse_xy06_DsRed_025.tif	xy06	25	roi_f25_n53_x300_y238	123.246	110.317	1.0095284434096274	1.0239174912355629
