 	id	imageGFP	imageDsRed	pos	frame	roi_label	GFP	DsRed
1	0	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n0_x476_y395	124.818	107.364
2	1	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n1_x293_y393	128.044	107.267
3	2	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n2_x263_y394	128.803	107.150
4	3	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n3_x115_y390	122.112	106.983
5	4	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n4_x429_y387	128.642	107.311
6	5	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n5_x231_y389	126.299	107.037
7	6	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n6_x300_y386	127.669	106.717
8	7	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n7_x354_y387	132.274	107.121
9	8	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n8_x223_y385	125.471	106.846
10	9	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n9_x134_y386	123.175	106.658
11	10	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n10_x438_y384	127.724	107.268
12	11	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n11_x255_y384	128.632	106.928
13	12	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n12_x447_y383	126.481	107.185
14	13	MGGT-AMP-Pulse_xy04_GFP_034.tif	MGGT-AMP-Pulse_xy04_DsRed_034.tif	xy04	034	roi_f34_n13_x160_y382	121.071	106.705
