id	imageGFP	imageDsRed	pos	frame	roi_label	GFP	DsRed	Norm_GFP	Norm_Red
0	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n0_x393_y384	206.257	98.479	0.7737710677098273	1.0044280751288337
1	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n1_x331_y373	177.215	98.774	0.6648202958648534	1.007436902210374
2	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n2_x459_y367	221.267	98.263	0.8300809322299382	1.002225001740316
3	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n3_x369_y370	211.543	98.495	0.7936014437160436	1.0045912657502054
4	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n4_x339_y367	175.123	98.607	0.6569721788377998	1.0057336000998072
5	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n5_x413_y369	127.635	99.087	0.478821422919677	1.0106293187409574
6	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n6_x486_y358	174.035	98.23	0.6528905577453361	1.001888421083737
7	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n7_x370_y354	165.219	98.68	0.6198174221284609	1.0064781573098154
8	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n8_x444_y353	148.652	98.641	0.5576664877177562	1.006080380170222
9	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n9_x432_y345	200.203	98.534	0.7510595474030485	1.004989042889799
10	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n10_x468_y347	184.535	98.152	0.6922812024795909	1.00109286680455
11	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n11_x325_y347	158.386	98.594	0.5941834911313978	1.0056010077199424
12	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n12_x363_y345	151.652	98.671	0.568920957641829	1.0063863625852938
13	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n13_x490_y343	214.91	98.261	0.8062327104608279	1.0022046029126446
14	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n14_x449_y325	229.502	98.271	0.860974452171518	1.002306597051002
15	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n15_x487_y325	201.364	98.349	0.7554150272636646	1.0031021513301888
16	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n16_x440_y326	174.519	98.353	0.6547062788930866	1.0031429489855317
17	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n17_x418_y331	163.658	98.614	0.6139613462779683	1.0058049959966573
18	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n18_x472_y319	205.195	98.005	0.7697869853567055	0.9995935529706977
19	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n19_x428_y323	167.4	98.438	0.6279994217632618	1.0040098991615687
20	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n20_x402_y314	161.364	98.621	0.6053554282760274	1.0058763918935072
21	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n21_x422_y306	234.614	98.066	0.880152068922138	1.0002157172146773
22	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n22_x452_y302	235.968	98.032	0.8852315863478696	0.9998689371442624
23	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n23_x434_y301	172.344	98.333	0.6465467881981337	1.002938960708817
24	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n24_x495_y287	189.511	97.943	0.7109486165936529	0.9989611893128825
25	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n25_x467_y292	175.627	98.304	0.6588629297850441	1.002643177707581
26	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n26_x408_y290	199.632	98.16	0.7489174466274999	1.0011744621152359
27	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n27_x406_y276	225.048	98.262	0.8442653158242446	1.0022148023264803
28	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n28_x414_y269	218.638	97.995	0.8202182650864758	0.9994915588323405
29	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n29_x448_y271	182.544	98.282	0.6848119859399813	1.002418790603195
30	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n30_x468_y264	176.333	98.314	0.6615114817071759	1.0027451718459381
31	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n31_x420_y258	217.6	97.895	0.8163242184927465	0.9984716174487674
32	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n32_x451_y252	213.1	98.157	0.7994425136066373	1.0011438638737287
33	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n33_x464_y257	177.354	98.39	0.6653417529713354	1.0035203272974538
34	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n34_x431_y246	197.571	98.057	0.7411856257896619	1.0001239224901557
35	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n35_x486_y253	162.583	98.281	0.6099284945551756	1.0024085911893592
36	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n36_x449_y243	204.591	98.348	0.7675210854119923	1.003091951916353
37	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n37_x412_y239	211.637	97.775	0.7939540837736645	0.9972476877884799
38	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n38_x481_y239	222.715	98.011	0.8355130897132906	0.9996547494537121
39	pBGT-AMP-Pulse_xy01_GFP_025.tif	pBGT-AMP-Pulse_xy01_DsRed_025.tif	xy01	25	roi_f25_n39_x381_y230	207.075	98.194	0.7768397865091244	1.0015212421856508
