 	id	imageGFP	imageDsRed	pos	frame	roi_label	GFP	DsRed
1	0	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n0_x478_y369	122.473	121.248
2	1	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n1_x435_y367	121.896	120.873
3	2	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n2_x425_y367	122.429	120.625
4	3	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n3_x465_y362	121.771	119.479
5	4	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n4_x398_y364	122.331	120.938
6	5	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n5_x451_y364	122.044	119.850
7	6	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n6_x405_y363	121.766	120.320
8	7	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n7_x387_y363	122.576	120.619
9	8	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n8_x444_y364	121.796	119.761
10	9	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n9_x346_y363	124.772	120.402
11	10	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n10_x373_y361	122.128	119.848
12	11	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n11_x413_y360	123.720	118.587
13	12	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n12_x475_y358	121.914	118.968
14	13	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n13_x335_y358	122.188	121.406
15	14	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n14_x215_y358	121.320	119.869
16	15	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n15_x459_y352	121.632	117.649
17	16	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n16_x356_y351	123.123	118.434
18	17	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n17_x490_y344	118.098	115.860
19	18	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n18_x132_y347	118.884	124.322
20	19	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n19_x237_y338	119.827	122.143
21	20	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n20_x451_y342	121.094	116.491
22	21	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n21_x441_y343	121.071	116.911
23	22	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n22_x420_y341	121.705	116.967
24	23	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n23_x373_y336	122.183	117.920
25	24	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n24_x474_y337	121.420	115.899
26	25	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n25_x403_y332	122.419	116.168
27	26	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n26_x226_y341	118.621	120.000
28	27	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n27_x213_y337	121.760	117.034
29	28	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n28_x482_y333	120.625	115.703
30	29	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n29_x380_y333	121.816	116.618
31	30	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n30_x364_y335	121.095	126.548
32	31	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n31_x339_y327	122.330	119.569
33	32	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n32_x436_y333	121.038	115.450
34	33	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n33_x331_y333	124.000	116.509
35	34	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n34_x394_y323	121.356	116.377
36	35	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n35_x351_y331	122.840	118.491
37	36	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n36_x424_y330	122.168	116.020
38	37	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n37_x467_y329	121.170	115.864
39	38	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n38_x459_y329	121.352	115.473
40	39	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n39_x386_y325	121.443	116.143
41	40	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n40_x451_y320	121.026	114.615
42	41	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n41_x292_y317	119.561	120.421
43	42	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n42_x429_y311	123.368	115.000
44	43	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n43_x489_y309	118.302	113.314
45	44	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n44_x415_y316	121.673	115.149
46	45	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n45_x247_y319	122.820	118.918
47	46	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n46_x470_y311	120.557	114.954
48	47	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n47_x346_y313	120.797	124.438
49	48	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n48_x366_y313	122.300	116.450
50	49	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n49_x449_y310	120.897	114.505
51	50	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n50_x330_y309	123.945	116.000
52	51	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n51_x462_y312	121.421	114.123
53	52	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n52_x422_y305	123.933	114.717
54	53	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n53_x359_y308	123.757	116.794
55	54	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n54_x230_y303	120.536	114.689
56	55	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n55_x438_y300	120.969	114.327
57	56	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n56_x240_y303	119.063	115.085
58	57	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n57_x482_y304	120.224	113.972
59	58	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n58_x373_y307	122.045	115.288
60	59	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n59_x382_y301	121.711	115.684
61	60	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n60_x263_y301	119.578	116.471
62	61	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n61_x275_y300	119.855	116.255
63	62	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n62_x474_y297	120.743	114.064
64	63	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n63_x390_y299	121.518	128.018
65	64	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n64_x252_y296	120.961	114.796
66	65	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n65_x358_y290	121.285	120.570
67	66	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n66_x410_y286	122.276	115.563
68	67	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n67_x344_y289	122.064	120.922
69	68	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n68_x463_y291	120.196	114.670
70	69	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n69_x282_y290	119.473	117.536
71	70	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n70_x224_y286	120.159	116.188
72	71	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n71_x417_y288	121.248	114.681
73	72	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n72_x368_y289	122.812	116.344
74	73	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n73_x458_y279	120.166	114.513
75	74	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n74_x203_y279	120.597	114.943
76	75	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n75_x435_y279	122.345	114.000
77	76	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n76_x377_y277	122.056	117.333
78	77	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n77_x427_y280	122.915	113.975
79	78	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n78_x488_y274	118.961	113.181
80	79	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n79_x388_y276	121.067	130.716
81	80	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n80_x322_y279	122.602	120.250
82	81	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n81_x239_y277	121.252	114.252
83	82	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n82_x479_y273	119.542	113.968
84	83	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n83_x265_y275	120.301	114.609
85	84	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n84_x472_y274	120.142	114.087
86	85	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n85_x399_y270	120.263	122.635
87	86	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n86_x257_y271	120.872	114.322
88	87	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n87_x248_y271	120.854	114.171
89	88	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n88_x446_y270	120.564	114.009
90	89	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n89_x125_y263	119.810	113.287
91	90	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n90_x271_y259	120.190	117.394
92	91	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n91_x456_y264	120.438	113.706
93	92	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n92_x370_y263	122.994	115.968
94	93	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n93_x210_y265	118.854	115.054
95	94	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n94_x423_y265	121.042	114.203
96	95	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n95_x353_y265	122.600	120.965
97	96	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n96_x339_y262	123.336	119.948
98	97	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n97_x245_y251	121.011	114.644
99	98	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n98_x361_y262	121.926	119.979
100	99	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n99_x318_y259	122.043	119.586
101	100	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n100_x307_y259	123.667	115.717
102	101	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n101_x137_y252	119.966	115.247
103	102	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n102_x431_y254	121.262	114.143
104	103	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n103_x281_y258	121.547	118.875
105	104	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n104_x228_y260	121.453	114.707
106	105	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n105_x147_y252	119.438	113.971
107	106	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n106_x415_y247	123.319	114.092
108	107	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n107_x384_y251	121.825	119.883
109	108	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n108_x262_y249	120.724	114.190
110	109	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n109_x488_y244	120.891	113.208
111	110	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n110_x481_y243	121.829	113.585
112	111	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n111_x469_y247	120.237	113.833
113	112	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n112_x454_y248	121.219	114.038
114	113	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n113_x347_y245	123.121	123.603
115	114	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n114_x445_y248	121.298	114.381
116	115	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n115_x376_y243	122.715	115.309
117	116	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n116_x355_y244	124.207	116.437
118	117	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n117_x423_y240	121.767	114.310
119	118	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n118_x392_y235	120.975	120.519
120	119	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n119_x162_y234	119.152	119.865
121	120	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n120_x122_y234	121.289	112.717
122	121	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n121_x288_y240	128.275	115.483
123	122	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n122_x236_y237	122.704	114.270
124	123	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n123_x400_y232	120.321	118.537
125	124	MGGT-AMP-Pulse_xy06_GFP_016.tif	MGGT-AMP-Pulse_xy06_DsRed_016.tif	xy06	016	roi_f16_n124_x299_y239	123.683	115.365
