F:\AMNIS_data\190724\1-lb\data\g11_19.daf
All

Object Number	Area_M01	Area_M02	Aspect Ratio_M01	Aspect Ratio_M02	Gradient RMS_M01_Ch01	Gradient RMS_M02_Ch02	Intensity_MC_Ch01	Intensity_MC_Ch02
0	26.1111111111111	22.2222222222222	0.56774035114949	0.555212528550586	67.1244760977422	36.1028141522018	2833.87037037039	104971.662037037
1	25.3333333333333	17.6666666666667	0.573624901218112	0.538835581743927	70.3511846157881	39.130087587781	1921.58333333331	62513.9772727269
2	18.6666666666667	16	0.754113480436682	0.770049483757778	67.9252850397172	40.1867461873731	1721.25000000001	65460.1250000003
3	20	15.6666666666667	0.685267954550574	0.715536105122884	68.9547516337946	42.7362330942707	2214.90322580645	84536.6895161287
4	25.4444444444444	21	0.582011723842093	0.603844245686486	68.5027213035459	37.4501142137031	3059.86363636361	111470.53030303
5	25.3333333333333	16.7777777777778	0.859162195089695	0.622495131862992	66.8942875434666	35.5821108334252	1203.71370967744	52619.5403225808
6	19.3333333333333	16.6666666666667	0.737418074286694	0.691591323116503	67.0043109655934	37.6621882781004	1616.89516129034	60708.0524193547
7	24	18.5555555555556	0.596596096922812	0.606112436288469	69.5460253540309	38.822858625043	2038.8387096774	85594.4032258069
8	27.4444444444444	22.6666666666667	0.578191586305189	0.551907949227311	67.3867799274987	36.3036278974334	2827.47222222225	94132.6249999997
9	28.8888888888889	22.1111111111111	0.668318918547017	0.70131720644002	67.9379930711744	35.1453692661955	2757.42857142856	107428.857142857
10	26.4444444444444	23	0.585177116610286	0.58640138212414	67.2749037084239	36.0335753475614	1755.01470588237	78336.5882352946
11	16.4444444444444	16.5555555555556	0.676926750489396	0.701398759338806	67.0459411477249	35.9908246386076	1100.9375	38993.4791666666
12	30.5555555555556	21.1111111111111	0.535435157571793	0.482694520486379	67.1976946307539	32.4690371452416	2138.70370370372	86543.4814814821
13	18	20.3333333333333	0.474691319984294	0.546668774532589	73.0371239805446	44.7551255430625	3002.42045454547	112098.397727273
14	15.8888888888889	13.6666666666667	0.634663908797086	0.659015898349364	72.5715642085985	41.6402607964662	1247.77419354838	44923.2741935485
15	20.7777777777778	13.3333333333333	0.662600364573255	0.591045075973287	70.290504162781	39.0096703271846	882.439252336441	43868.2962962965
16	24.7777777777778	19.4444444444444	0.559434966492531	0.52179927028821	70.7528967322281	38.0319496551302	1992.12962962963	73541.1018518518
17	25.4444444444444	12.6666666666667	0.749441305317917	0.610652808872121	68.2070202794174	33.4269370948288	-425.881944444432	2461.26041666667
18	14.8888888888889	16.3333333333333	0.772603753485185	0.784668522399007	67.105776807325	40.3632011874185	1511.76851851852	48123.0277777776
19	16	13.6666666666667	0.802896733099354	0.767798434051316	68.0757086969968	42.129852338492	1108.99130434783	37290.1077586208
20	14.4444444444444	15.7777777777778	0.729973454225866	0.785364402046948	68.6101459228911	42.7517880478402	1271.42338709678	57474.919354839
21	27.8888888888889	20.3333333333333	0.629323407905737	0.566927043874009	69.5745279022231	38.8607440752778	2736.32283464566	85113.2272727268
22	18.7777777777778	12.4444444444444	0.506998204849867	0.482420982932717	75.8157051437222	42.674360069669	-80.5972222222122	6637.79629629629
23	30.8888888888889	24.5555555555556	0.527225559074653	0.529142713381537	67.9729934586088	33.7961142010402	3229.29999999998	106012.457142858
24	19.2222222222222	17.7777777777778	0.502799373517388	0.522615185315485	72.4086732847894	42.3567363881853	2054.33064516129	80626.2903225805
25	20.4444444444444	17	0.762037748947566	0.734535689061129	66.9299018643093	39.3043298980515	1914.0859375	79282.29296875
26	27	63.5555555555556	0.661846319854206	0.99284372300051	67.7723982354087	16.6912366768962	2270.49999999994	73759.9423076929
27	30.6666666666667	23.6666666666667	0.53308464111457	0.547825727934029	67.6783020935578	35.9776035809898	2582.24632352939	107210
28	15.6666666666667	15.1111111111111	0.575377276497054	0.63875842640671	72.8362448297164	44.6343618207752	1641.76171875	64698.49609375
29	23.5555555555556	19.2222222222222	0.59770663757287	0.627884397829094	68.5252608082053	35.8637830610638	1275.19354838711	51310.4677419352
30	17.8888888888889	15.8888888888889	0.645203642334304	0.662449990573511	70.245164978462	45.1952640279195	2197.0078125	79897.234375
31	26.4444444444444	13.8888888888889	0.672493733809319	0.631191196133851	66.7770178670987	42.1762233207382	1203.39999999999	48228.7714285717
32	26.5555555555556	21.3333333333333	0.760167145949701	0.824274460507427	66.6480898962832	32.5556198749296	3229.45454545456	114356.181818182
33	22.7777777777778	16.6666666666667	0.698309214786625	0.670703049905917	67.857564115623	37.0523726114829	1431.21296296298	56641.37962963
34	17.2222222222222	16.1111111111111	0.580255625975185	0.597048532240228	72.5293769711585	43.9232116700828	1974.22580645161	77024.129032258
35	21.3333333333333	15.4444444444444	0.514295955916834	0.490486374273723	73.4879456787151	36.9658538326539	-78.1111111111056	5060.93518518519
36	17.7777777777778	13.3333333333333	0.776957919238627	0.747414353902207	68.2799310658799	39.7145893247715	874.400862068965	37570.2155172415
37	22.2222222222222	11.5555555555556	0.714262330707043	0.608253016033813	70.8946862805207	36.202567262698	-220.319444444435	2500.20833333333
38	19.5555555555556	23.3333333333333	0.574247302671382	0.735046611797484	68.7875472872009	41.9720773233533	3585.4742647059	136990.022058824
39	20.5555555555556	17.7777777777778	0.61327960628253	0.646232672706627	68.034424403267	37.2517941797679	1993.1693548387	67180.7419354838
40	21.3333333333333	17.3333333333333	0.701277666793283	0.643522757543183	68.0702529179464	37.147697410945	1670.48611111112	68031.8657407408
41	25	20.6666666666667	0.628713163874433	0.620519264051767	67.1092246759768	34.4988056811084	2557.00000000001	89075.0000000005
42	31	21.5555555555556	0.522258472656597	0.504246076496999	71.5529889235146	36.5664144773125	1728.2105263158	80396.4078947374
43	16.2222222222222	14.3333333333333	0.613431559753992	0.649811798612055	72.2170147840741	44.6946469542184	1408.25	56531.9224137931
