 	id	imageGFP	imageDsRed	pos	frame	roi_label	GFP	DsRed
1	0	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n0_x350_y440	312.235	101.038
2	1	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n1_x236_y431	427.038	101.977
3	2	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n2_x295_y427	327.569	100.766
4	3	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n3_x421_y438	379.312	101.182
5	4	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n4_x361_y423	311.267	100.802
6	5	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n5_x371_y378	432.898	99.263
7	6	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n6_x410_y420	400.844	100.891
8	7	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n7_x411_y395	360.813	99.693
9	8	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n8_x261_y420	423.417	102.119
10	9	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n9_x272_y405	467.960	100.273
11	10	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n10_x247_y406	396.181	101.067
12	11	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n11_x278_y394	507.764	99.256
13	12	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n12_x340_y385	334.182	98.975
14	13	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n13_x217_y391	470.052	99.336
15	14	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n14_x199_y392	387.605	99.244
16	15	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n15_x349_y370	355.828	98.703
17	16	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n16_x298_y389	424.371	98.914
18	17	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n17_x317_y370	399.890	98.604
19	18	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n18_x250_y380	495.280	98.923
20	19	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n19_x173_y382	339.442	98.913
21	20	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n20_x198_y369	451.562	98.536
22	21	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n21_x240_y379	456.030	98.753
23	22	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n22_x384_y355	405.515	98.584
24	23	pBGT-AMP-Pulse_xy02_GFP_043.tif	pBGT-AMP-Pulse_xy02_DsRed_043.tif	xy02	043	roi_f43_n23_x296_y364	635.785	98.500
