 	id	imageGFP	imageDsRed	pos	frame	roi_label	GFP	DsRed
1	0	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n0_x395_y352	120.090	107.369
2	1	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n1_x385_y342	120.006	107.768
3	2	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n2_x379_y352	119.704	107.667
4	3	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n3_x371_y348	119.719	107.517
5	4	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n4_x351_y339	119.675	107.675
6	5	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n5_x305_y334	119.198	107.458
7	6	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n6_x390_y325	119.473	107.500
8	7	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n7_x487_y320	119.367	108.600
9	8	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n8_x328_y325	119.305	107.483
10	9	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n9_x335_y319	119.129	107.290
11	10	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n10_x255_y319	118.976	107.369
12	11	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n11_x441_y305	118.798	107.737
13	12	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n12_x469_y299	118.740	108.028
14	13	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n13_x447_y299	118.787	107.816
15	14	MGGT-AMP-Pulse_xy09_GFP_012.tif	MGGT-AMP-Pulse_xy09_DsRed_012.tif	xy09	012	roi_f12_n14_x478_y298	118.988	107.942
