 	id	imageGFP	imageDsRed	pos	frame	roi_label	GFP	DsRed
1	0	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n0_x472_y395	192.341	100.677
2	1	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n1_x150_y391	155.133	100.036
3	2	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n2_x489_y366	224.408	99.110
4	3	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n3_x452_y390	188.601	100.514
5	4	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n4_x404_y388	220.780	99.102
6	5	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n5_x445_y372	199.480	99.578
7	6	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n6_x213_y372	189.514	100.136
8	7	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n7_x417_y364	196.823	100.135
9	8	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n8_x467_y358	193.238	99.619
10	9	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n9_x457_y347	197.106	99.243
11	10	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n10_x347_y352	195.903	100.008
12	11	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n11_x430_y343	236.961	98.939
13	12	pBGT-AMP-Pulse_xy26_GFP_042.tif	pBGT-AMP-Pulse_xy26_DsRed_042.tif	xy26	042	roi_f42_n12_x435_y332	234.191	98.751
