F:\AMNIS_data\190724\1-lb\data\e07_24.daf
All

Object Number	Area_M01	Area_M02	Aspect Ratio_M01	Aspect Ratio_M02	Gradient RMS_M01_Ch01	Gradient RMS_M02_Ch02	Intensity_MC_Ch01	Intensity_MC_Ch02
0	11.4444444444444	10.2222222222222	0.864398775858047	0.843627834776079	71.5851481764228	46.4675412510496	551.685185185176	21060.1296296296
1	20.3333333333333	19	0.530316424563688	0.570699733116387	69.6935714503968	40.4170659610502	1944.26953125	81038.640625
2	19.3333333333333	18.7777777777778	0.488613754282813	0.528662620636744	72.1868322957782	43.0463055832918	2067.26612903227	78606.8024193548
3	18.3333333333333	16.6666666666667	0.584630141213364	0.594276496102524	71.5971789090665	42.2350591496265	2095.1935483871	73646.7096774196
4	21	15.6666666666667	0.680397071831674	0.678163350512111	68.0891341949721	39.3861956589227	1586.63888888888	64118.9722222221
5	17.2222222222222	14.2222222222222	0.725102812607929	0.709961783753544	69.4080437456466	42.7753111988025	920.807692307695	42312.9615384615
6	16.2222222222222	16.7777777777778	0.869428240391114	0.909570106520122	67.5039095265072	40.0136843985811	1189.36637931036	50682.0474137929
7	27	21.8888888888889	0.550339683696449	0.574269273875145	69.4776417006242	37.9111663391855	1975.703125	70871.4921875
8	17.8888888888889	16.5555555555556	0.570324939424473	0.597296629301712	72.2405584640404	41.0380516400928	1193.16666666665	46546.7333333333
9	16.7777777777778	12	0.791950992981857	0.783789765780127	68.4905460548173	44.0510913792948	1003.5	42586.7499999998
10	21.8888888888889	22.5555555555556	0.488715499773929	0.536179936878404	70.5393582765315	38.268181769486	1784.82926829269	76569.3588709681
11	19.2222222222222	17.2222222222222	0.550236614813932	0.540744488901126	71.6819385454991	42.1782067010348	1603.25925925926	67719.5
12	27.6666666666667	22.8888888888889	0.573809488494724	0.530525121517216	67.708902301082	34.3170985868217	2550.265625	94025.714285714
13	28.5555555555556	23.3333333333333	0.563993446231835	0.537895559575099	67.0289718426459	34.5974380790183	2769.64112903228	98117.0161290324
